OLS	{}	['x1']	0.4389573173522369	0.02327282218429482	0.1074527827154945	0.08593350460147228	0.4412407915549288	0.4305826252984728	0.10749365186014607	0.10783581627867211	0.08591281568753782	0.08616241423646269	1291.2186893538626	9.309577747207034e-208	3.847284594702138	[35.93353154581195]	[9.152265401102413e-283]	[0.6163032228590277]	[0.0005796703363519784]	[0.0009405602720318219]	0.10749365186014607	0.14381094580822815	1.3378552437248337	0.1875
OLS	{}	['x1', 'x2']	0.9728875199537587	0.0025497859368786304	0.023545896448918725	0.018885398547636267	0.9732207605822984	0.9705231692234434	0.023525218197318714	0.02450427085422584	0.018855104208160778	0.01952580295249042	32425.456341438046	0.0	3.0013588518187837	[173.54350700966367, 187.73904575957343]	[0.0, 0.0]	[0.6413426822432033, 0.6803799317450592]	[0.0010966963044100053, 0.001761746541701248]	[0.0017100004688197607, 0.0025893569660249928]	0.023525218197318714	0.03151727334682188	1.339722891514522	0.3125
OLS	{}	['x0', 'x1', 'x2']	0.9790170235712505	0.0020832788432431706	0.020684857778059302	0.016420029673175768	0.9793503847004073	0.9765244561766229	0.020651638260800735	0.021840448906470515	0.016368525620563634	0.01738834409610125	27903.671953571455	0.0	2.61047784730098	[21.12049399123592, 185.7166629020472, 218.01725179843746]	[5.1553058245239245e-99, 0.0, 0.0]	[0.0920547777742961, 0.6313101796291172, 0.6958870923135244]	[0.002088135417437645, 0.0023842128150582953, 0.0018411979830887937]	[0.022683615572037658, 0.0037766106966513166, 0.00264582857904336]	0.02065163826080074	0.0273623138823062	1.3249464055470659	0.3125
OLS	{}	['x0', 'x2', 'x3', 'x4']	0.6342331940447393	0.014339813589499338	0.08633370192902563	0.0688695883438718	0.6401506270918192	0.6266214686738438	0.08618323699502689	0.0869920081022556	0.06868423914848075	0.06967083945529208	703.2721307731157	0.0	2.3775070631824784	[5.988473544010497, 45.92130019609684, -21.073333477680766, -9.375022322106632]	[2.118195849348069e-09, 0.0, 1.3973926731770995e-98, 6.916113372198241e-21]	[0.12427911180092689, 0.6771165080570005, -0.3046291028643049, -0.19514549691653593]	[0.009453345978166314, 0.0014693780366142883, 0.002776264042381571, 0.0026898416414213866]	[0.07606543915967556, 0.002170051973965571, 0.009113587392476964, 0.01378377439441553]	0.08618323699502689	0.11757207694076592	1.3642105012550212	0.3125
OLS	{}	['x1', 'x3']	0.45800265607186513	0.031345876568594576	0.10543826229901387	0.08471478242687241	0.46185121554833275	0.46397031869837413	0.1054595036604355	0.10449507193875451	0.08466482687585569	0.08314375378638227	717.6516789840642	4.400651912993359e-223	3.0013588518187837	[28.909126183645075, -7.988829938573445]	[9.168072681243371e-184, 1.3622545785917584e-15]	[0.5502117961135303, -0.15865043142851096]	[0.003791254932143162, 0.007117801976040811]	[0.006890537225878568, 0.04486468434598175]	0.1054595036604355	0.1444985702706167	1.3701806404843455	0.1875
OLS	{}	['x2', 'x3', 'x4']	0.6273776458000683	0.018600401440475506	0.08725919634762395	0.06937075803367568	0.6321253045666222	0.6286644218351244	0.08716627446746013	0.08686343720531979	0.06922413207116516	0.0695813312660465	914.382880411901	0.0	2.61047784730098	[45.221802468078636, -20.79717437299141, -13.952077707354453]	[0.0, 4.590691606036232e-96, 3.055720289937868e-44]	[0.6713331725029372, -0.3018279537125122, -0.255571539014905]	[0.0017860823976203477, 0.0009913341046152713, 0.003981992147221558]	[0.0026605006935025636, 0.0032844342599067664, 0.015580733311552327]	0.08716627446746013	0.1177431717790334	1.3507881631787289	0.5
OLS	{}	['x2', 'x3']	0.5826455046961628	0.025720152136795137	0.09245910583768993	0.07363173730596709	0.5871842149954818	0.5857359688004915	0.09236611746907472	0.09186286873127379	0.07355162381144142	0.07402402075252178	1137.5309192233838	7.363110505776463e-308	3.0013588518187837	[40.1917572930733, -19.382082962902494]	[0.0, 1.0933078616030857e-83]	[0.6061751404744811, -0.3000771477017426]	[0.0033736886008250977, 0.0003394926221805816]	[0.005565534314932502, 0.0011313510990997038]	0.09236611746907472	0.12510548998209434	1.3544521888557366	0.375
OLS	{}	['x1', 'x4']	0.47607488979360857	0.024876596713585265	0.10367505403479597	0.08320444025874074	0.47931409915976186	0.49013412545883384	0.10373431660500848	0.10191294763024146	0.08319141973337311	0.0817439292446231	765.3430655917816	8.003478764927367e-234	3.0013588518187837	[39.104730147360534, 11.028490217549654]	[0.0, 2.7850108398555117e-28]	[0.6619637055799521, 0.23159138365634646]	[0.0028295007772204395, 0.0013549756077298192]	[0.004274404639749007, 0.005850716584660476]	0.10373431660500848	0.1411822422730335	1.3609984322798052	0.375
OLS	{}	['x2', 'x4']	0.5323300951390054	0.017686927117499945	0.09793022246260163	0.0779038183472581	0.536838346747277	0.4781834147363452	0.09783648446969419	0.10310039504847017	0.07777066413950044	0.08177873790761359	966.4816865985385	8.799773390978307e-276	3.0013588518187837	[43.931307208843286, -12.035949906142502]	[0.0, 2.2997165740703978e-33]	[0.7187661589039955, -0.24956857225961918]	[0.002631205030976802, 0.004297747100476285]	[0.003660724648447175, 0.01722070567362305]	0.09783648446969417	0.12951699564490315	1.3238108088912612	0.0625
OLS	{}	['x2']	0.49004933975627196	0.02211929890967962	0.10239108157488279	0.0813691320302908	0.49396121567026285	0.4381063748161377	0.10229687630685566	0.10712102639132044	0.08122019760642672	0.08530061425236407	1608.8765418347514	5.594059915782968e-244	3.847284594702138	[40.11080330577725]	[0.0]	[0.6573862225130462]	[0.0005571264146146948]	[0.0008474871955941643]	0.10229687630685566	0.13675600556099807	1.3368541689462423	0.1875
